NISCODE;admin;ID;poverty_S;criminality_index;income_index;gini_ineq_coef;minimum_sub_income;pop15;pop1564;pop65;pop_density;ratio_FM;foreigners;euro_foreigners;noneuro_foreigners;average_HHsize;one_person_HH;one_parent_HH;active_pop;unemployed;employment_rate_1564;higher_degree;owner_buildings;average_age_pop;married;reg_partnership;commuters;employees;self_employed;moved_in;couples_with_children;couples_without_children;habitants
11001;AARTSELAAR;108;3.97456279809221;5.23663804203519;131.429424938421;.334616126;.231076255164204;.1428;.6525;.2047;1311.99;101.873;.0324;.0187;.0137;2.4;.2374;.0736;.6828;.0308;.6617;.3474;.7992;44.04733483;.5793;.03;.1661;.8392;.15;.0914;.3013;.3631;14335
11002;ANTWERPEN;11;12.425976111613;16.5676545155132;93.5761730098549;.311479199;.817940167607102;.1811;.645;.1739;2437.35;101.6542;.1788;.0795;.0993;2.12;.4505;.1026;.6299;.099;.5675;.2564;.5213;39.834813961;.4754;.0295;.1709;.859;.1325;.1531;.2005;.2066;498473
11004;BOECHOUT;127;5.73927530195752;6.28133602273189;117.592701145329;.324780093;.227915749764225;.1641;.6639;.172;617.96;101.5793;.0301;.0166;.0135;2.49;.2607;.0836;.6787;.0341;.6555;.3782;.7772;41.518498655;.5337;.0273;.1386;.8188;.1641;.0865;.332;.3029;12764
11005;BOOM;174;4.62962962962963;12.6360586029376;100.070260367588;.276846564;.308749854363276;.1848;.6313;.184;2313.8;102.111;.0772;.0335;.0438;2.31;.3424;.0922;.6837;.0627;.6408;.2092;.6756;40.615628892;.5109;.0272;.1836;.898;.0938;.1243;.268;.2703;17042
11007;BORSBEEK;91;3.1390134529148;9.53139273855343;112.34867855959;.285449752;.557021401348578;.1522;.6643;.1835;2611.86;107.1862;.0646;.0358;.0288;2.22;.3229;.0992;.71;.0489;.6752;.2483;.5763;42.056841112;.5091;.0325;.1221;.8814;.1078;.1228;.255;.2979;10235
11008;BRASSCHAAT;17;3.21389098947123;7.82219801941947;124.237073716252;.371665498;.214471461891102;.146;.6494;.2046;967.82;106.9893;.0882;.0692;.019;2.36;.2854;.0945;.6616;.0395;.6354;.3254;.7286;43.602001748;.5447;.0243;.136;.8014;.1886;.1037;.2873;.3074;37256
11009;BRECHT;12;3.33617482951023;5.16281707363347;109.988761617221;.311272008;.13617143266681;.1641;.6841;.1518;306.58;101.8336;.0495;.0426;.0069;2.54;.2167;.0753;.7016;.036;.6763;.2411;.7971;40.682056931;.574;.0368;.1085;.8209;.1588;.0873;.3533;.3268;27849
11013;EDEGEM;136;1.84749748068525;5.8199922166105;129.451767667147;.337378876;.27060387390809;.1407;.6294;.2299;2447.7;107.3226;.0508;.0274;.0234;2.28;.3188;.082;.677;.039;.6506;.3855;.7474;44.537157326;.5358;.0255;.182;.8372;.1545;.0893;.269;.31;21178
11016;ESSEN;3;3.68186492972232;5.70531150920971;97.5763918966001;.312987995;.392807745504841;.17;.6732;.1568;378.31;99.8554;.2093;.1927;.0166;2.52;.2396;.0793;.6581;.0388;.6326;.2354;.8004;40.558166583;.5849;.0385;.2223;.829;.1512;.0897;.3496;.3088;17963
11018;HEMIKSEM;109;2.11451899926725;6.90983317751193;105.514438406217;.257628951;.33003300330033;.1839;.6464;.1696;1902.47;102.9025;.034;.0167;.0173;2.38;.2844;.0831;.7072;.0436;.6764;.2161;.774;40.453783774;.525;.0407;.1352;.8987;.0945;.1134;.302;.3011;10346
11021;HOVE;143;4.22814631122133;5.32064253970539;138.532529280396;.376067171;.170752530796439;.1599;.6391;.201;1369.31;105.8764;.0223;.0153;.0071;2.58;.2398;.0782;.6641;.0351;.6408;.4668;.8423;43.034872144;.5803;.0243;.1954;.7917;.1971;.0664;.3494;.3088;8198
11022;KALMTHOUT;4;2.63141288571969;5.65414127894075;110.142831183773;.333594748;.270329912832395;.1677;.6522;.1801;302.12;103.7436;.1088;.099;.0098;2.53;.2372;.0768;.6678;.0321;.6464;.32;.7778;41.5650161;.5699;.0314;.1403;.7951;.1822;.1015;.3423;.3149;17960
11023;KAPELLEN;15;5.06646911141293;5.62422580099828;122.187150949575;.341460694;.116778422361184;.1501;.6429;.207;725.62;103.5371;.1018;.0742;.0276;2.41;.2602;.0744;.6554;.0416;.6281;.3141;.8035;43.303487899;.5658;.0258;.142;.8091;.1801;.102;.3151;.325;26930
11024;KONTICH;154;5.22008742502796;7.55750261121704;121.750747597208;.328922553;.351993828053426;.164;.6561;.1799;871.65;102.3838;.0342;.0191;.0151;2.47;.2549;.0897;.6904;.0352;.6661;.3537;.7882;41.575653669;.5553;.0304;.1778;.8468;.1409;.0875;.3256;.3068;20631
11025;LINT;158;4.78359908883827;4.16947231286056;118.074305072999;.316755944;.0928074245939675;.1715;.6878;.1407;1556.12;101.0665;.0331;.0103;.0229;2.57;.2274;.0866;.6862;.0301;.6655;.3681;.7826;39.485124919;.5681;.0307;.1685;.8689;.1243;.1059;.3684;.2952;8672
11029;MORTSEL;130;3.39069039868093;8.32479855935098;117.568000294891;.312044094;.532951517320924;.1644;.6344;.2013;3198.41;106.477;.0574;.0304;.0271;2.27;.3535;.0932;.6864;.0481;.6534;.3916;.6836;42.219131375;.4837;.0349;.1762;.8633;.1275;.1053;.2672;.2637;24897
11030;NIEL;165;2.24895985606657;8.0388337598747;100.861949825486;.249827189;.285382094915971;.1864;.6379;.1757;1784.93;103.9012;.0321;.0181;.014;2.35;.293;.0842;.7205;.0432;.6894;.1885;.7838;40.399108606;.515;.0441;.1453;.9164;.0783;.1221;.3047;.2895;9408
11035;RANST;51;3.42040862785271;5.56068218216289;115.021287402393;.316516742;.151654660672697;.1574;.6752;.1673;431.47;97.6769;.0393;.0132;.0262;2.52;.238;.0746;.6778;.029;.6581;.3166;.8183;41.515074616;.5645;.0295;.1126;.8165;.1626;.0991;.3459;.3131;18805
11037;RUMST;316;1.63557906458797;6.58116413408224;115.621967103083;.294655673;.0672223716052702;.1643;.6528;.1829;742.57;101.3624;.024;.0124;.0115;2.45;.2442;.0773;.7042;.0334;.6807;.2853;.8162;41.916371381;.5569;.0358;.1742;.8521;.1351;.0859;.3296;.328;14780
11038;SCHELLE;159;5.86506516739075;6.43380304693799;111.819426184945;.287918018;.0494559841740851;.1721;.6566;.1713;1038.33;103.7233;.0214;.0127;.0086;2.44;.2512;.083;.6932;.0309;.6718;.25;.7388;41.275038415;.5646;.0291;.1509;.898;.0964;.0877;.3261;.317;8098
11039;SCHILDE;32;7.96350529398513;5.38717203916026;131.010991781217;.405218325;.0873048479868529;.1438;.6348;.2214;540.19;104.5345;.0873;.0772;.0101;2.48;.2384;.0846;.6415;.038;.6171;.3898;.822;44.497852184;.5829;.0217;.1438;.6756;.3041;.0798;.3196;.3313;19441
11040;SCHOTEN;27;2.96623540549069;7.71658631819537;113.04039035703;.314577479;.165847302019783;.1551;.644;.2009;1137.48;105.9743;.0572;.0415;.0157;2.37;.2788;.0896;.687;.0505;.6523;.2738;.7654;42.795274732;.536;.0334;.1213;.8234;.1635;.0988;.2902;.3142;33615
11044;STABROEK;16;5.90074700330071;5.03429477560827;117.53864977833;.280181759;.149767029065898;.1709;.6894;.1398;835.24;101.9676;.0326;.0261;.0065;2.41;.2489;.0791;.7168;.0433;.6858;.208;.7833;40.320302881;.5512;.0466;.1047;.8981;.0925;.0951;.323;.3266;17963
11050;WIJNEGEM;48;2.08066953388353;12.5910884320315;113.43305442994;.303719163;.0884857869704679;.1438;.6475;.2087;1152.08;106.8769;.0382;.025;.0133;2.35;.2835;.0862;.7092;.0356;.684;.2884;.776;43.629337124;.5366;.0345;.1222;.8419;.1447;.093;.291;.3117;9055
11052;WOMMELGEM;83;6.98167628096369;7.50709345967173;110.69825863155;.308436849;.137251735830777;.156;.6583;.1857;953.75;102.2994;.04;.0235;.0165;2.44;.2557;.0826;.7082;.0374;.6817;.2637;.7422;42.315732231;.543;.0318;.1163;.843;.144;.0949;.3228;.3122;12405
11053;WUUSTWEZEL;5;2.956531608217;6.0370509704319;99.6877785097706;.298761625;.332531846319128;.1714;.6887;.14;216.77;99.4752;.0734;.0648;.0085;2.57;.226;.0712;.7041;.0354;.6792;.2221;.7592;39.62109417;.5731;.0306;.1143;.8022;.1666;.0879;.3638;.3087;19385
11054;ZANDHOVEN;47;3.92961876832845;5.1158641510593;113.116801173444;.320053871;.095389507154213;.1445;.6844;.1711;312.74;98.7795;.0222;.0159;.0063;2.51;.2364;.0752;.6878;.0342;.6642;.2934;.8018;42.577903058;.5652;.0283;.1081;.8019;.1815;.0843;.3352;.3244;12541
11055;ZOERSEL;34;5.41038275844906;4.36604856256465;118.509774000224;.335447459;.0788680120621666;.1554;.6638;.1808;555.1;103.2108;.0371;.0283;.0088;2.54;.2217;.0746;.667;.0322;.6455;.3397;.818;42.505260404;.5726;.0276;.1191;.7961;.1901;.0852;.3507;.3242;21455
11056;ZWIJNDRECHT;42;5.53118231798745;6.33153473321966;115.67302979681;.285320788;.434479429276404;.1525;.6665;.181;1048.17;103.1213;.0351;.0197;.0154;2.32;.2879;.0891;.7068;.0475;.6732;.2274;.6906;42.43362694;.5237;.0264;.2321;.8962;.0942;.0997;.2856;.3113;18677
11057;MALLE;21;5.54181818181818;5.48023893635544;106.261393330842;.305780142;.196437038542302;.1657;.6638;.1705;281.71;102.279;.0375;.028;.0095;2.52;.2547;.0783;.7023;.0327;.6794;.2868;.7306;41.219005568;.5458;.0329;.0915;.8253;.1558;.0899;.3447;.2935;14645
12002;BERLAAR;157;3.01181852840259;5.29732762934261;103.759082267868;.263465268;.20985401459854;.1574;.6565;.1861;443.6;102.1139;.0197;.0121;.0076;2.43;.2549;.073;.7079;.0436;.6771;.249;.7941;42.614884236;.557;.0373;.1308;.8555;.1308;.0812;.3249;.3177;10900
12005;BONHEIDEN;58;3.36848064538957;3.74148292232286;132.920079782674;.34725405;.135851107186524;.1533;.6295;.2172;501.8;106.7577;.0264;.019;.0074;2.5;.2328;.0728;.6932;.0329;.6704;.3967;.8199;44.05872316;.5665;.0261;.3183;.8159;.1683;.0737;.3416;.3255;14686
12007;BORNEM;162;4.08873203932443;7.00781449489287;114.742083199196;.295090781;.206076871465542;.1581;.6563;.1856;453.23;102.5689;.0186;.011;.0076;2.41;.2548;.0757;.7013;.0383;.6745;.2733;.7674;42.319410836;.5646;.0342;.2678;.8507;.1371;.0905;.3209;.3245;20739
12009;DUFFEL;173;5.56227327690447;6.67566050989083;111.919859951147;.296668613;.236113570627472;.1609;.6596;.1795;738.76;104.3727;.0284;.0168;.0116;2.38;.2907;.0729;.688;.0356;.6635;.3055;.6823;41.863366286;.525;.0323;.1798;.8692;.1196;.1077;.3107;.305;16779
12014;HEIST-OP-DEN-BERG;163;5.77675126637096;6.47971996448559;105.071402199779;.266408045;.175256714060032;.15;.6628;.1872;465.89;102.1834;.018;.0102;.0078;2.37;.267;.0832;.7052;.0461;.6727;.2423;.7534;42.722430497;.5536;.0322;.2016;.8537;.1297;.0892;.3064;.3158;40281
12021;LIER;140;7.60849435150318;10.564454135482;109.838221256708;.294542808;.463881433072704;.1535;.6506;.1959;688.09;105.4671;.0462;.0202;.026;2.25;.3294;.0873;.6961;.052;.6599;.2877;.6412;42.542602259;.509;.0299;.146;.8476;.1395;.1118;.2578;.2968;34200
12025;MECHELEN;190;7.17810736317102;15.7306239887081;106.065599261559;.307021922;.683874886122077;.1811;.6488;.1701;1261.05;104.5002;.0935;.0292;.0643;2.33;.3512;.0877;.6873;.0665;.6416;.3153;.6451;39.948105258;.4937;.0347;.3564;.8876;.1036;.1229;.2705;.2638;82205
12026;NIJLEN;133;5.48818783516112;5.72983189295354;103.547123419219;.269982106;.135961930659415;.1568;.6634;.1799;558.51;101.6905;.0141;.0084;.0057;2.45;.2405;.0739;.7007;.0427;.6708;.2582;.827;42.131314825;.5655;.0416;.1174;.8521;.1337;.0792;.3309;.3289;21833
12029;PUTTE;186;2.34410412484621;3.63424890737358;110.549974939287;.305627667;.0837020208059309;.148;.661;.191;474.66;100.6773;.0216;.0124;.0092;2.4;.252;.0681;.7125;.0408;.6834;.2585;.7628;42.886448403;.5596;.0323;.2115;.8434;.1367;.0905;.3166;.3328;16592
12030;PUURS;178;3.26032540675845;7.77317729916793;113.094294569207;.281572086;.191570881226054;.1665;.6578;.1757;497.83;101.8323;.0186;.0096;.009;2.46;.2443;.0807;.7184;.027;.699;.2931;.7826;41.59740228;.5596;.0324;.267;.8538;.1283;.0746;.3369;.3139;16633
12034;SINT-AMANDS;189;1.78571428571429;5.05770141237539;107.712502564167;.28717274;.0615460364352536;.1734;.6393;.1873;523.18;101.7579;.0247;.0122;.0125;2.54;.2314;.0666;.706;.0334;.6823;.2838;.7785;41.760925914;.577;.033;.3334;.8554;.1262;.0826;.3612;.3079;8149
12035;SINT-KATELIJNE-WAVER;187;2.75059235603173;4.75321651783614;112.897571149216;.307578941;.19656985601258;.1637;.648;.1883;563.79;102.0842;.0303;.0209;.0094;2.53;.2359;.0735;.7048;.0347;.6803;.3076;.7797;42.094371497;.5605;.0335;.2321;.8436;.1379;.0904;.342;.3251;20362
12040;WILLEBROEK;188;5.09470934030046;9.06167241096291;104.571862408565;.287450603;.559919436052367;.1821;.6394;.1785;896.5;104.299;.0483;.0181;.0303;2.41;.2836;.0803;.6941;.0599;.6526;.2373;.7082;40.738784627;.5491;.0368;.2926;.892;.0988;.0976;.312;.2966;24569
13001;ARENDONK;9;3.21508756174225;6.4081985401197;95.2772078899785;.27724268;.1085776330076;.1783;.6637;.1579;238.83;98.4546;.1575;.1195;.038;2.49;.2553;.0719;.683;.0542;.646;.2102;.7684;39.851614876;.5801;.0447;.1754;.8489;.1376;.1139;.3319;.3113;13227
13002;BAARLE-HERTOG;7;15.0107219442459;6.0072680931089;87.5913440738702;.303653464;.115740740740741;.1794;.6569;.1637;348.05;100.3849;.4844;.4714;.0131;2.46;.2852;.0689;.6596;.0417;.6322;.1799;.6278;40.22839496;.5465;.0537;.4734;.8022;.1758;.1299;.3229;.2767;2603
13003;BALEN;85;3.90763765541741;4.54694036959138;100.843773853378;.25630065;.125173852573018;.1575;.6714;.1712;292.79;98.5208;.0458;.0391;.0067;2.42;.2477;.0709;.7017;.0518;.6654;.2259;.8335;41.573462052;.5679;.0374;.2547;.8641;.1195;.0878;.3323;.3255;21339
13004;BEERSE;18;1.97335657370518;6.11150632374027;108.373441053614;.29916901;.139803110619211;.1765;.6736;.1499;455.07;102.2051;.0503;.042;.0083;2.56;.2223;.0789;.7138;.0487;.6791;.2514;.7895;39.76031393;.5812;.0352;.0946;.8549;.1314;.083;.3636;.3078;17056
13006;DESSEL;39;2.58306915580604;4.21071408117551;98.5543505525183;.259262125;.108330625067707;.1662;.6623;.1715;339.8;98.3373;.0455;.0394;.0061;2.44;.2319;.0636;.7046;.0446;.6732;.2146;.8121;41.223373006;.5933;.0348;.1402;.8703;.1164;.08;.3358;.3471;9185
13008;GEEL;50;3.19533762057878;6.96346906465357;108.285642648459;.292934943;.528429507503699;.1533;.6752;.1714;341.64;99.4208;.0467;.029;.0177;2.34;.2957;.0783;.6964;.0491;.6622;.2946;.729;41.731207565;.5283;.0319;.1431;.861;.1228;.1074;.3034;.2967;37529
13010;GROBBENDONK;88;2.22052067381317;6.39583606958216;110.221557808358;.299971509;.108626776500407;.1539;.6798;.1663;389.89;99.1713;.0236;.0183;.0053;2.47;.24;.074;.6929;.0486;.6593;.2672;.8006;42.059225386;.5757;.0262;.1178;.8328;.154;.0732;.345;.3156;11056
13011;HERENTALS;82;3.67184139522152;8.11912788673017;107.776392428404;.279017211;.241157556270097;.1408;.6778;.1814;559.69;102.4205;.0366;.0197;.0169;2.29;.3025;.0888;.6995;.0559;.6605;.2554;.6935;42.519214102;.5154;.0353;.1224;.8692;.1185;.1086;.2812;.3026;27179
13012;HERENTHOUT;137;9.50890707751565;3.96661932706748;104.081035448295;.282183232;.114324911398194;.149;.6698;.1812;371.16;100.804;.0264;.0181;.0084;2.4;.259;.0801;.7078;.0439;.6767;.2223;.7584;42.504509747;.5545;.0406;.0999;.8641;.1204;.0818;.3222;.3109;8741
13013;HERSELT;183;4.40329518116206;5.89448073497509;103.897029447745;.264027577;.333356483089103;.1434;.6667;.1899;275.23;96.7482;.0221;.0161;.006;2.43;.2463;.0717;.7048;.0499;.6696;.2201;.8068;43.157920446;.5678;.0294;.3616;.8596;.1246;.0796;.3227;.3311;14400
13014;HOOGSTRATEN;1;8.00206504904492;8.81977472120848;98.3016349378273;.344534456;.259982340822133;.1633;.6814;.1553;190.58;94.8927;.2425;.23;.0126;2.51;.2523;.0674;.6873;.0302;.6665;.2371;.7394;40.404679263;.5741;.0283;.2176;.7767;.1889;.1015;.3369;.3114;20072
13016;HULSHOUT;185;3.32796564680623;5.82353208521247;102.258562177806;.255870459;.099393698439519;.1536;.6799;.1665;575.71;102.885;.0174;.0103;.0071;2.37;.2643;.0802;.7166;.0555;.6768;.2173;.7888;41.406803823;.5464;.0412;.2233;.8696;.1175;.0881;.3197;.3164;9986
13017;KASTERLEE;29;1.88473251738206;5.24230542458468;106.913927906518;.291033341;.170968453562762;.1545;.6829;.1626;254.03;96.7298;.0336;.0267;.0069;2.53;.2331;.0681;.6952;.0393;.6678;.2709;.7912;41.378561076;.5796;.0311;.1062;.8257;.157;.0788;.3645;.3088;18168
13019;LILLE;26;3.35883802360265;5.88259114825199;104.962914611594;.2865126;.18348623853211;.1591;.6934;.1475;276.02;97.5301;.0267;.0203;.0065;2.52;.2295;.0717;.7075;.0419;.6778;.2508;.801;40.648471261;.5691;.029;.0951;.8579;.1271;.0773;.3556;.3178;16395
13021;MEERHOUT;142;4.34596903363588;5.42867653172567;105.663333096666;.267728794;.252194088570564;.1446;.679;.1763;270.54;99.6543;.0271;.0169;.0102;2.41;.2439;.0737;.6976;.0501;.6626;.2296;.8254;42.40972497;.5653;.0356;.2107;.8715;.118;.0882;.3154;.3364;9817
13023;MERKSPLAS;6;3.89260020554985;8.86980013094048;99.0128920234488;.304857485;.0816231343283582;.1643;.7056;.1301;193.92;90.2885;.0786;.0623;.0162;2.64;.2047;.0671;.6726;.0351;.649;.2463;.7613;39.530198273;.569;.03;.1032;.8201;.1565;.0895;.3858;.3155;8641
13025;MOL;22;2.99232087326268;7.09577774055779;106.367504660232;.286831507;.23832084302409;.1529;.6654;.1817;302.21;100.715;.0774;.0566;.0208;2.35;.2841;.077;.687;.0529;.6506;.2943;.7411;42.216362771;.5563;.0349;.2012;.8633;.123;.0976;.3029;.3137;34529
13029;OLEN;123;1.66015625;6.15322387025136;106.800888313213;.265735337;.268388828315021;.1665;.6808;.1527;508.92;99.1557;.0194;.0109;.0086;2.44;.2449;.0777;.7137;.0476;.6797;.2464;.7717;40.677879002;.5643;.0314;.1114;.8821;.1048;.0862;.3332;.3197;11794
13031;OUD-TURNHOUT;13;2.48064743138635;5.37999740537008;112.816894951038;.336213123;.0852382797365362;.1554;.6589;.1857;333.13;100.4032;.1196;.1125;.007;2.53;.2;.0646;.6839;.0426;.6547;.2714;.8396;42.549870011;.6041;.0339;.1425;.8282;.1569;.0766;.3452;.3631;12924
13035;RAVELS;2;5.58195881092163;7.06638935527927;94.5803786633426;.314147089;.0964519462624871;.1666;.6687;.1647;152.17;97.1764;.3016;.2889;.0127;2.53;.2268;.0752;.7038;.0428;.6737;.1905;.7665;41.311652052;.5953;.0319;.2773;.7954;.1803;.0776;.3368;.3203;14455
13036;RETIE;25;2.5343730761338;4.17909145365791;99.0257814727096;.286734794;.157421983516992;.1686;.6712;.1601;224.04;97.1808;.0859;.0755;.0104;2.53;.2207;.0587;.7039;.0414;.6747;.2461;.8384;40.830044349;.6113;.0304;.1316;.8317;.1508;.0796;.3485;.34;10841
13037;RIJKEVORSEL;10;2.94594336924397;5.63913276912775;94.9243573716448;.258760286;.0874584572328144;.178;.664;.158;241.38;97.4991;.0535;.0466;.0069;2.56;.2348;.0689;.713;.0395;.6849;.191;.7547;39.918069989;.5695;.0428;.0916;.8344;.1423;.0868;.3571;.3071;11293
13040;TURNHOUT;8;15.8057769188001;12.3016323045008;102.500889448824;.289161658;.608582699894159;.1504;.6646;.1849;738.18;102.1739;.1125;.0755;.0371;2.2;.3515;.0898;.6795;.0777;.6267;.2514;.6235;41.982245749;.5029;.0374;.1261;.8799;.1092;.1282;.2458;.2852;41385
13044;VORSELAAR;45;4.31117866519276;6.47855553487553;102.960643617189;.270977527;.261780104712042;.1578;.6807;.1615;273.69;98.6859;.0158;.0115;.0042;2.44;.2559;.0741;.7101;.0567;.6698;.243;.7856;41.303104754;.5585;.0289;.098;.8709;.1127;.0925;.3358;.3087;7560
13046;VOSSELAAR;20;6.04109168966575;6.11466302181151;121.92145064508;.332544734;.102803738317757;.1593;.6767;.164;886.31;98.9579;.0525;.0434;.009;2.55;.2137;.0666;.6966;.0412;.6679;.2941;.8214;41.042687772;.5906;.0394;.1097;.8702;.1191;.0888;.3748;.325;10501
13049;WESTERLO;110;3.1533892382949;5.63837144259541;108.731946386534;.262982863;.176381311784733;.1579;.6783;.1638;439.39;98.8997;.0246;.0161;.0085;2.43;.2491;.0746;.6996;.0465;.6671;.2563;.7794;41.494638749;.5651;.0318;.1571;.875;.1121;.0908;.3376;.3148;24222
13053;LAAKDAL;172;3.72001626236617;4.17500833158566;104.654574026552;.251414282;.0643790639284105;.1496;.6778;.1726;363.41;99.7283;.0221;.0175;.0046;2.39;.2523;.0771;.6995;.0456;.6676;.2062;.7971;42.394277539;.5653;.0358;.2715;.8813;.1047;.0806;.325;.3211;15439
21001;ANDERLECHT;357;42.4511002444988;13.804666285233;73.8188403477659;.314352085;2.82263499851724;.2121;.646;.1419;6139.5;102.8413;.2879;.1598;.128;2.22;.4411;.1259;.5912;.196;.4753;.208;.411;37.052749072;.4882;.0129;.1896;.8369;.1478;.1695;.2371;.1622;108940
21002;OUDERGEM;369;20.3953386628485;11.1745160418596;106.483557116559;.353870837;1.0261865281732;.1738;.6577;.1685;3482.28;111.3194;.2523;.1781;.0742;2.09;.4438;.1123;.603;.0916;.5477;.4707;.5241;40.46114467;.445;.0332;.1794;.8239;.1656;.1552;.2262;.193;31457
21003;SINT-AGATHA-BERCHEM;340;20.3295011291316;9.90991697479126;95.8610655646277;.32348183;1.20797174131089;.2019;.6371;.161;7736.42;110.3715;.1654;.102;.0634;2.31;.3686;.1304;.6554;.1411;.563;.3073;.5315;39.047597534;.4784;.0252;.1921;.8454;.1445;.141;.2625;.2026;22819
21004;BRUSSEL;315;46.8039622056496;28.789433866439;75.297881040049;.369838631;2.81866940545475;.1953;.6959;.1088;5348.2;93.0788;.3782;.1891;.1891;1.96;.5643;.1036;.5224;.1917;.4223;.3102;.2859;35.748418257;.4424;.0185;.192;.8204;.1654;.2143;.1747;.1214;174383
21005;ETTERBEEK;362;26.3980111718127;10.1212073538761;82.1774262212229;.360338376;2.69878247110017;.1553;.7298;.1148;14425.32;111.2237;.4219;.3209;.101;1.84;.5558;.097;.5692;.128;.4964;.4509;.3283;37.419134341;.381;.0286;.1789;.8332;.1552;.1974;.1582;.1431;45430
21006;EVERE;329;28.088473891593;8.96243855552405;84.6483956551076;.327763136;2.71555567564646;.1956;.6406;.1637;7307.93;113.0483;.2137;.1171;.0966;2.2;.4139;.1344;.59;.1532;.4996;.2572;.4326;39.130116654;.4739;.0246;.2013;.8638;.1257;.1577;.2293;.1896;36672
21007;VORST;572;35.2663991788747;10.4170174593175;86.4898733296156;.344580692;2.20588235294118;.1923;.6685;.1392;8326.97;108.8471;.3131;.2051;.108;2.1;.4636;.1246;.6202;.1735;.5126;.3613;.3997;37.891078946;.4466;.0259;.1721;.7999;.1889;.177;.2141;.1632;52028
21008;GANSHOREN;332;22.4093648128025;8.85967492622801;96.4537505919934;.318390243;.722747295043408;.1828;.6234;.1938;9420.75;116.6745;.1769;.1014;.0755;2.08;.447;.1248;.6554;.1532;.555;.2884;.4599;40.948028826;.4521;.0238;.1842;.8542;.1356;.1531;.2078;.1916;23130
21009;ELSENE;363;32.0753740228814;18.3292155992881;87.2628393073048;.394259698;1.8411747078214;.1308;.7602;.109;13058.93;104.255;.446;.321;.1251;1.66;.6389;.0809;.5535;.148;.4716;.5004;.2887;37.786351521;.3223;.0268;.1667;.7929;.1966;.2142;.1217;.1212;82854
21010;JETTE;322;20.9905487581508;10.0787269170026;91.1134118151745;.316099685;1.59819690605471;.1939;.6471;.159;9540.71;113.1429;.1968;.1079;.0889;2.21;.4156;.13;.6449;.1486;.549;.3051;.4757;38.795011765;.4491;.0325;.1821;.8574;.1309;.1586;.2308;.19;48117
21011;KOEKELBERG;347;40.3728534462479;10.9423310995724;79.5019470789757;.333961283;1.88277430908475;.2249;.6435;.1316;17343.7;103.8188;.2657;.1467;.1191;2.27;.4161;.1314;.6265;.1859;.51;.286;.4146;36.148087399;.4941;.0207;.1934;.8355;.1471;.1835;.247;.1653;20335
21012;SINT-JANS-MOLENBEEK;345;56.5385474236588;10.6104831077372;63.9566143968978;.334223878;4.01307871726327;.2415;.637;.1215;15727.13;100.8519;.2799;.1229;.1571;2.38;.4269;.1307;.5497;.2372;.4193;.2007;.3779;34.818929948;.515;.0171;.1934;.8489;.1392;.1719;.2593;.1453;92661
21013;SINT-GILLIS;571;49.3368557256847;25.6275174832681;70.5874506579603;.342775042;3.20657884102481;.1741;.7338;.0921;19340.22;98.8961;.4585;.3116;.1468;1.9;.5584;.1113;.5895;.2038;.4694;.3746;.2555;35.609153748;.3641;.0262;.171;.8105;.1747;.2189;.1625;.1216;48829
21014;SINT-JOOST-TEN-NODE;354;66.2342305531437;14.076581639937;53.037830236966;.346330712;4.61413724478514;.2156;.7106;.0737;24354.44;92.2598;.4113;.1962;.2151;2.15;.5195;.1222;.5161;.2406;.3919;.2282;.294;32.994025624;.4572;.014;.1967;.8027;.1761;.209;.2006;.1016;27820
21015;SCHAARBEEK;335;50.0989429002061;10.8626006424647;70.511036994696;.348302639;3.07952437239231;.2173;.6811;.1016;15666.53;102.3564;.3363;.1772;.159;2.24;.4598;.1248;.5636;.1987;.4516;.3074;.3824;34.638614634;.4793;.0219;.207;.822;.1639;.1795;.2396;.136;127525
21016;UKKEL;376;18.9925837282905;11.7952883178262;110.357564381884;.411920201;.981032533601306;.1648;.6455;.1896;3422.35;116.9507;.2893;.23;.0594;2.1;.44;.1246;.6011;.1077;.5363;.4891;.509;41.863784998;.4329;.0242;.1645;.721;.2668;.1535;.2176;.1866;78406
21017;WATERMAAL-BOSVOORDE;383;26.2936534190256;10.2497825271567;114.38061502023;.370062113;1.22618606756368;.1662;.6399;.1939;1877.13;116.6235;.1755;.1375;.038;2.04;.4593;.1363;.6058;.104;.5427;.4896;.4979;42.516280297;.4138;.0326;.1762;.7966;.193;.1157;.2047;.1824;24277
21018;SINT-LAMBRECHTS-WOLUWE;352;14.4291026341108;9.04324034311525;100.127824061032;.36369355;1.28781014439668;.1584;.6656;.176;7139.4;120.2622;.3216;.244;.0776;1.95;.4909;.1119;.5645;.0939;.5115;.4843;.4425;41.103965246;.4274;.0258;.1931;.8291;.1624;.1557;.1907;.1813;51581
21019;SINT-PIETERS-WOLUWE;360;12.972030317258;6.91512389579475;114.822679399921;.420735832;.442091065764168;.1697;.6391;.1912;4464.16;115.1827;.32;.2559;.0641;2.17;.4195;.1062;.5411;.0771;.4994;.5586;.5428;41.920100737;.4977;.0244;.2019;.7822;.2069;.1415;.245;.2001;39514
23002;ASSE;288;6.91689196306309;6.53318883666759;117.383052325831;.332696218;.395141700404858;.1777;.6449;.1773;616.34;106.9187;.0746;.0415;.0331;2.41;.2922;.1065;.7009;.0444;.6698;.3186;.6996;40.948231484;.5354;.0252;.5317;.8436;.1423;.1106;.2957;.2733;30595
