NISCODE;admin;ID;poverty_S;criminality_index;income_index;gini_ineq_coef;minimum_sub_income;pop15;pop1564;pop65;pop_density;ratio_FM;foreigners;euro_foreigners;noneuro_foreigners;average_HHsize;one_person_HH;one_parent_HH;active_pop;unemployed;employment_rate_1564;higher_degree;owner_buildings;average_age_pop;married;reg_partnership;commuters;employees;self_employed;moved_in;couples_with_children;couples_without_children;habitants
85047;ROUVROY;570;22.9679802955665;7.1616336790302;87.9561633044801;.320728895;.915221579961464;.2131;.6301;.1568;75.11;106.0456;.0683;.0606;.0077;2.45;.33;.1137;.6534;.0841;.5985;.2425;.7563;39.303198284;.4984;.0263;.297;.8668;.1244;.0928;.3189;.2188;2079
91005;ANHEE;526;17.7956030897207;5.26621269608756;89.513547455905;.276825788;.876820817423278;.1764;.6579;.1656;107.11;104.9534;.031;.0243;.0067;2.38;.3139;.1014;.6832;.0892;.6223;.2309;.7544;40.776305138;.4779;.0561;.2203;.8544;.1301;.1129;.3064;.2539;7034
91013;BEAURAING;547;26.9635126777984;8.98767407164218;86.2882790324409;.285326053;.620907654097991;.1908;.6355;.1737;51.59;107.7278;.0571;.029;.0281;2.39;.3158;.1202;.6579;.1286;.5733;.2284;.7215;40.188414258;.4927;.0407;.2299;.8147;.1592;.137;.2959;.2413;9005
91015;BIEVRE;73;26.1394101876676;8.40918241795387;82.9774182773517;.278010978;.590428837787446;.1649;.652;.1832;28.94;99.7481;.0256;.0221;.0035;2.37;.3273;.0809;.675;.0989;.6083;.1966;.7661;41.805750924;.5111;.0498;.4461;.7797;.2009;.0952;.3107;.263;3172
91030;CINEY;530;16.473000683527;9.31035805685033;93.6098257765438;.29167643;.715152289125854;.1695;.6611;.1694;106.49;108.2704;.0256;.0185;.0071;2.28;.3604;.107;.6846;.0951;.6195;.2576;.6211;40.797193746;.4332;.0493;.2628;.8516;.1276;.1308;.2772;.2358;15714
91034;DINANT;238;30.7290410738687;10.9285005640479;88.1676249385093;.301305927;1.53857479387515;.1752;.6511;.1737;138.08;106.8448;.0659;.0275;.0384;2.16;.4072;.1318;.6375;.1379;.5496;.2282;.5604;40.51036827;.4096;.0457;.2211;.8456;.1363;.1691;.2209;.2174;13780
91054;GEDINNE;101;19.4503171247357;8.53724453444311;87.4224045833493;.300496905;.673098496746691;.1711;.6219;.2069;29.46;105.6656;.0318;.0298;.002;2.32;.3335;.0984;.668;.1105;.5942;.2146;.7732;42.64627146;.5151;.0393;.303;.8027;.1723;.0936;.2838;.2597;4465
91059;HAMOIS;68;12.0938074800736;6.56276268198366;95.1899212940841;.286480631;.438472418670439;.2047;.6699;.1254;94.55;98.762;.0547;.015;.0397;2.56;.2854;.1025;.6971;.0717;.6471;.296;.7495;37.391417255;.5006;.0603;.2713;.8405;.1415;.1279;.3543;.2334;7225
91064;HAVELANGE;514;16.8381272307369;6.14503572064373;88.8137441098281;.292758411;.415759255592952;.2049;.6423;.1529;48.29;102.6042;.0223;.0178;.0045;2.59;.2778;.1065;.6829;.0757;.6312;.2915;.7535;38.817366096;.4802;.0541;.3545;.7984;.1777;.1012;.3483;.236;5057
91072;HOUYET;536;27.8537735849057;8.07274512186487;89.7143022925481;.297419777;.882479552303056;.1703;.6563;.1734;37.3;103.0263;.0307;.0259;.0048;2.35;.3373;.1069;.6733;.0898;.6129;.2321;.7569;41.118742995;.4431;.0514;.2676;.8011;.1751;.1019;.2855;.2404;4562
91103;ONHAYE;237;25.3586920253587;6.43324080561343;89.6196494811767;.284050848;.889453621346887;.1802;.6597;.1601;47.76;101.5454;.0249;.0201;.0048;2.44;.2765;.1098;.6818;.12;.6;.2296;.756;40.20792617;.5004;.0456;.2362;.8164;.1548;.0869;.3107;.2702;3130
91114;ROCHEFORT;542;19.7550306211724;8.91378961835266;86.8929029888948;.290663415;.937950937950938;.1856;.6463;.1681;75.05;103.5949;.031;.0197;.0114;2.38;.3228;.1052;.6617;.1088;.5897;.2208;.7089;40.202069623;.4739;.05;.4034;.8363;.1446;.1289;.2952;.2477;12403
91120;SOMME-LEUZE;66;22.2098710538017;7.67929811579791;87.1079456727504;.290171942;.477421921623234;.187;.6579;.1551;52.19;100.6874;.032;.0264;.0056;2.41;.292;.087;.6848;.0881;.6245;.2338;.7837;40.276635321;.5116;.0514;.5658;.8125;.1705;.1163;.3105;.2828;4963
91141;YVOIR;525;8.70455092704069;6.80899792149692;101.480157260347;.299033876;.630488628687233;.1959;.6608;.1433;163.16;102.5333;.0848;.0367;.0481;2.43;.3165;.1155;.6653;.0753;.6152;.3362;.7597;38.768432256;.4917;.0481;.2455;.8472;.1391;.1307;.3117;.2362;9274
91142;HASTIERE;540;52.3131672597865;7.38881465431624;81.5789978048137;.260662372;1.0696124846572;.1497;.6548;.1954;100.31;97.2832;.0609;.05;.011;2.04;.4274;.1019;.5991;.2043;.4767;.1401;.6788;44.008243159;.4635;.0231;.2613;.8557;.1242;.1352;.2001;.25;5664
91143;VRESSE-SUR-SEMOIS;77;30.9422256688639; ;77.3265722491902;.258390591;.729128691213999;.1539;.6102;.2359;28.24;103.0605;.0842;.0529;.0312;2.09;.4416;.0797;.5853;.1276;.5106;.1819;.6926;44.868850714;.4756;.0475;.3465;.7503;.2134;.1202;.2162;.242;2853
92003;ANDENNE;479;21.8499054025646;8.40069809578445;89.967127908918;.29380789;.875418255388686;.1883;.653;.1587;296.35;104.7875;.0435;.0321;.0114;2.41;.3066;.1312;.6649;.1216;.5841;.2178;.6857;39.752019427;.4507;.0488;.3526;.8851;.1012;.1253;.2907;.2418;25537
92006;ASSESSE;515;6.08371187540558;5.47841144324087;107.327188447641;.313467891;.179291797400269;.2018;.6821;.1161;85.21;100.3008;.0349;.0173;.0176;2.6;.2535;.1036;.7017;.0577;.6612;.3462;.7917;37.756228218;.5;.0493;.2778;.8114;.1721;.0983;.3724;.2449;6660
92035;EGHEZEE;227;7.70786830357143;5.05423585207772;106.259930379912;.304257227;.201102821926695;.1941;.658;.1479;148.58;103.8569;.0234;.0177;.0057;2.58;.2553;.101;.7113;.067;.6636;.3089;.782;39.256159314;.501;.0496;.4582;.8518;.134;.0943;.3571;.2512;15275
92045;FLOREFFE;378;8.74643487708814;6.45541355687164;103.678377966067;.294693516;.659647342382342;.1939;.6724;.1337;201.03;104.6061;.0297;.0239;.0058;2.54;.2536;.1156;.6928;.0717;.6431;.3151;.7729;38.800507776;.5055;.0498;.3081;.872;.116;.0958;.3555;.2533;7818
92048;FOSSES-LA-VILLE;510;20.958605664488;7.94843773131767;94.2287012024173;.300770243;.976387366743051;.1896;.6755;.1349;156.62;97.8821;.0359;.0308;.0051;2.46;.2892;.1234;.6602;.1116;.5865;.2492;.7093;38.943766872;.4931;.0418;.414;.8428;.1396;.1062;.3234;.2365;9904
92054;GESVES;495;7.78405524168236;5.93816924172679;103.993855186785;.312077598;.321684456791929;.2036;.6708;.1256;103.96;100.7436;.0213;.0136;.0077;2.56;.277;.1149;.7055;.0667;.6585;.3575;.8011;38.080793609;.4847;.0489;.2962;.8225;.1612;.0935;.3569;.2247;6749
92087;METTET;70;16.0169491525424;6.09082063034812;94.423327302003;.288891819;.672452889201658;.1858;.6741;.1401;108.84;103.7346;.0306;.0253;.0054;2.52;.2655;.1178;.679;.0932;.6158;.2599;.7672;39.199906443;.4893;.0464;.4131;.8432;.1388;.0962;.3452;.2422;12711
92094;NAMUR;97;17.0791230116337;10.1210490702411;101.359191921934;.316709999;1.96101584072083;.159;.6682;.1729;627.09;107.8029;.0695;.035;.0345;2.14;.4181;.1167;.6387;.1199;.5621;.3157;.5578;41.126008922;.4298;.0328;.3145;.8687;.1221;.1352;.2245;.2148;110175
92097;OHEY;492;18.0121325244984;5.5864754052378;91.9616465019386;.284241931;.437682367653189;.2044;.6715;.1241;82.95;102.2825;.0215;.0177;.0038;2.57;.2601;.1142;.7191;.0798;.6617;.2854;.7979;37.870984455;.472;.0546;.3775;.8193;.1599;.1224;.3464;.2497;4697
92101;PROFONDEVILLE;516;8.72664921938453;5.60747549426273;104.804790135135;.313289282;.462447546458851;.1838;.67;.1463;229.66;104.0233;.0342;.0257;.0085;2.46;.2946;.107;.6887;.0755;.6367;.3582;.7487;39.631030599;.4994;.0429;.2515;.827;.1578;.0976;.3284;.2429;11562
92114;SOMBREFFE;472;9.36715550270842;5.64573106622981;100.704589026461;.289415648;.477824062729723;.2028;.6587;.1385;227.5;103.1445;.0403;.0342;.0061;2.57;.2647;.1158;.6969;.0824;.6395;.3167;.7949;38.775203418;.501;.0405;.5852;.8414;.1415;.1036;.3571;.2328;8140
92137;SAMBREVILLE;491;28.9303606256453;7.35286724314476;90.1811232677538;.281894239;1.14516304940561;.1728;.6578;.1694;803.77;108.9078;.089;.079;.01;2.29;.3391;.1394;.6372;.1555;.5382;.192;.668;40.90201626;.4608;.0284;.4081;.8814;.108;.1114;.2612;.2296;27486
92138;FERNELMONT;452;4.98951153730896;5.01758896840658;106.268839909964;.312090991;.190372586347566;.205;.6669;.1281;108.98;101.9774;.0194;.0145;.0049;2.65;.2375;.1093;.7083;.0554;.669;.3358;.8225;38.202906591;.5166;.0522;.3771;.8316;.1504;.0836;.3836;.2413;7150
92140;JEMEPPE-SUR-SAMBRE;485;18.5961713764813;7.8815689737564;94.5567645981441;.292153134;.708002574554817;.1948;.6642;.141;395.2;104.4892;.0363;.0313;.005;2.47;.2802;.1242;.6638;.1217;.5831;.2293;.7466;39.115307511;.4961;.0419;.3916;.8787;.108;.1005;.3196;.2472;18494
92141;LA BRUYERE;468;2.95506842678939;3.97335358273478;112.840505224851;.311607402;.145690911128544;.2064;.6631;.1305;167.24;104.4532;.0185;.0151;.0034;2.7;.2273;.0975;.7151;.054;.6765;.375;.8185;38.194878961;.5294;.0502;.4092;.8431;.1419;.0837;.4036;.2473;8861
92142;GEMBLOUX;456;7.49222504947696;7.05613116284965;109.47941948777;.318141225;.683144950937772;.1813;.6721;.1466;247.75;101.5531;.0602;.0312;.029;2.37;.3226;.1023;.6897;.0816;.6334;.3774;.7066;39.123081865;.479;.0454;.5735;.8677;.1205;.1392;.307;.2447;23749
93010;CERFONTAINE;539;27.9883381924198;8.74813601155759;86.4243049867693;.271462388;.268761629108952;.1986;.6567;.1446;57.91;100.2901;.0248;.0199;.005;2.39;.3211;.1264;.6799;.1358;.5876;.22;.7209;38.926970863;.4617;.0423;.5051;.8612;.1223;.1219;.2973;.2319;4833
93014;COUVIN;551;36.9772905246672;7.85542407487497;82.0624969552401;.286433762;1.28085198244225;.1696;.6491;.1813;66.67;106.4502;.0369;.0295;.0074;2.2;.3728;.1328;.6241;.1718;.5169;.2003;.6536;41.597386328;.4454;.0386;.3547;.8274;.1568;.1235;.2382;.2353;13795
93018;DOISCHE;545;27.2891131939438;6.12648188430575;81.521153329664;.261776717;.0685166152792052;.1765;.6326;.191;34.47;104.0874;.0318;.0266;.0052;2.35;.3273;.1107;.6403;.1211;.5628;.2121;.7802;41.783615965;.5155;.0347;.2733;.8293;.1457;.1091;.2904;.2494;2896
93022;FLORENNES;235;22.3730758198681;7.51151836775883;90.694598052852;.283407646;1.09094160779755;.174;.6697;.1563;86.2;101.5053;.0563;.0187;.0376;2.39;.2899;.1286;.6326;.1208;.5562;.2185;.7279;40.039329862;.4839;.0365;.422;.8511;.1323;.1346;.2942;.253;11512
93056;PHILIPPEVILLE;543;25.7566549167376;8.59178674550099;88.8060803912929;.271826767;.722141984223975;.1709;.6545;.1746;57.77;101.4912;.0438;.0288;.0149;2.26;.3405;.1163;.6565;.1285;.5722;.2102;.6937;41.222550342;.4826;.0427;.363;.8306;.1505;.108;.2519;.2664;9053
93088;WALCOURT;531;13.5765238067622;9.41433898428513;98.7300295933382;.282522209;.808003078106964;.1747;.6779;.1474;147.05;105.514;.039;.0351;.0039;2.4;.2828;.1123;.6738;.0968;.6086;.2714;.8014;40.548905828;.499;.0463;.6426;.8512;.1335;.0977;.3112;.2708;18114
93090;VIROINVAL;555;44.6816341553184;5.31806298279369;82.7954054342194;.268894107;1.04991394148021;.1611;.653;.1858;48.92;106.1345;.0655;.032;.0335;2.11;.4017;.1354;.6018;.1846;.4907;.1686;.6757;42.047782439;.4121;.0411;.3176;.8671;.1146;.1422;.2161;.2241;5914
